,year,steel_plant,technology,capacity,production,low_carbon_tech,bf_gas,bf_slag,bof_gas,biomass,biomethane,cog,coke,dri,electricity,hydrogen,iron_ore,met_coal,natural_gas,other_slag,plastic_waste,process_emissions,scrap,steam,thermal_coal,captured_co2,coal,used_co2,power,bioenergy,scenario_tech_moratorium,scenario_carbon_tax,scenario_green_premium,scenario_electricity_cost_scenario,scenario_hydrogen_cost_scenario,scenario_steel_demand_scenario
56,2020,"Guangxi Liuzhou Iron & Steel Group Co., Ltd.",Avg BF-BOF,14.8,17.83278080973571,N,66.71486040495981,5.492300328809692,5.825167015404218,0,0,29.03358716234075,132.6307312735892,0,0.0,0,24.380764087032095,183.54052735475918,5.397356018025441,2273.679553241303,0,1.2577460305106596,3.00125701027852,5.669791939982098,98.19041325173721,0,0,0,0.0,0,True,False,True,average,average,average
57,2020,"Beihai Chengde Ferronickel and Stainless Steel Co., Ltd.",EAF,3.4,4.0967199157500955,N,0.0,0.0,0.0,0,0,0.0,0.0,0,9.364364317819884,0,0.0,1.9890394534949867,6.075763372650652,752.1577765317176,0,0.33429234512520783,4.66337821449665,1.2535962942195291,0.0,0,0,0,2.6012123105055234,0,True,False,True,average,average,average
58,2020,"Guangxi Shenglong Metallurgical Co., Ltd.",BAT BF-BOF,3.4,4.0967199157500955,N,12.379495183832159,1.075585620440356,1.0266953649657944,0,0,9.117579584764524,19.808701843109887,0,0.0,0,4.774611309910583,27.41219585827283,0.9868046772874348,522.3317892581372,0,0.28894165565785423,1.2535962942195291,0.992910318038431,18.805524646637583,0,0,0,0.0,0,True,False,True,average,average,average
59,2020,"Guangxi Guigang Iron and Steel Group Co., Ltd.",BAT BF-BOF,4.5,5.422129300257478,N,16.384625978601385,1.4235692035240004,1.3588615124547276,0,0,12.067384744541279,26.217399498233668,0,0.0,0,6.3193384984110645,36.28084745947874,1.3060650140568988,691.3214857828285,0,0.3824227795471599,1.6591715658787884,1.3141460091685115,24.889664973490913,0,0,0,0.0,0,True,False,True,average,average,average
60,2020,"Guizhou United Iron and Steel (Group) Co., Ltd.",EAF,0.0,0.0,N,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,True,False,True,average,average,average
61,2020,"Guizhou Ganglian Industrial Group Co., Ltd.",EAF,0.0,0.0,N,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,True,False,True,average,average,average
62,2020,"Xinxing Ductile Iron Pipes Co., Ltd. Wu'an headquarters",Avg BF-BOF,5.0,6.024588111397199,N,22.5388041908648,1.855506867841112,1.9679618295284518,0,0,9.808644311601604,44.807679484320666,0,0.0,0,8.236744623997328,62.006934917148364,1.823431087170757,768.1349842031428,0,0.4249141994968444,1.0139381791481485,1.9154702499939522,33.172436909370674,0,0,0,0.0,0,True,False,True,average,average,average
63,2020,"Hesteel Group Handan Iron and Steel Co., Ltd.",Avg BF-BOF,13.0,15.663929089632717,N,58.60089089624847,4.824317856386892,5.116700756773975,0,0,25.502475210164175,116.49996665923373,0,0.0,0,21.415536022393052,161.21803078458575,4.740920826643968,1997.1509589281713,0,1.1047769186917955,2.6362392657851865,4.980222649984276,86.24833596436376,0,0,0,0.0,0,True,False,True,average,average,average
64,2020,"Xuanhua Iron and Steel Group Co., Ltd.",Avg BF-BOF,6.0,7.229505733676638,N,27.046565029037758,2.2266082414093344,2.361554195434142,0,0,11.770373173921925,53.7692153811848,0,0.0,0,9.884093548796793,74.40832190057804,2.1881173046049085,921.7619810437714,0,0.5098970393962132,1.2167258149777782,2.2985642999927425,39.80692429124481,0,0,0,0.0,0,True,False,True,average,average,average
65,2020,"Chengde Iron and Steel Group Co., Ltd.",Avg BF-BOF,8.0,9.639340978235518,N,36.06208670538368,2.9688109885457794,3.148738927245523,0,0,15.693830898562569,71.69228717491308,0,0.0,0,13.178791398395726,99.21109586743738,2.9174897394732113,1229.0159747250286,0,0.679862719194951,1.6223010866370378,3.0647523999903235,53.07589905499309,0,0,0,0.0,0,True,False,True,average,average,average
