year,plant,country_code,start_tech,end_tech,switch_type,capital_cost,scenario_tech_moratorium,scenario_carbon_tax,scenario_green_premium,scenario_electricity_cost_scenario,scenario_hydrogen_cost_scenario,scenario_steel_demand_scenario,region_wsa_region,region_continent,region_region
2020,GHC Emirates Steel Industries plant,ARE,DRI-EAF+CCUS,DRI-EAF+CCUS,no switch,225.2282509385423,True,False,True,average,average,average,Other Asia,Asia,Western Asia
2020,"Angang Lianzhong (Guangzhou) Stainless Steel Co., Ltd.",CHN,EAF,EAF,no switch,125.411,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Tangshan Donghai Iron and Steel Group Co., Ltd.",CHN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,OMK Vyksa Steel Works,RUS,EAF,EAF,no switch,125.411,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,ThyssenKrupp Acciai Speciali Terni steel plant,ITA,EAF,EAF,no switch,125.411,True,False,True,average,average,average,EU + UK,Europe,Southern Europe
2020,"Shandong Fulun Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Baosteel Group Xinjiang Bayi Iron & Steel Co., Ltd.",CHN,EAF,EAF,no switch,125.411,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,ArcelorMittal Kryvyi Rih steel plant,UKR,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,Other Europe,Europe,Eastern Europe
2020,JSW Steel Vijayanagar steel plant,IND,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,India,Asia,Southern Asia
2020,ArcelorMittal Asturias (Gijón) steel plant,ESP,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,EU + UK,Europe,Southern Europe
2020,"Hebei Xinda Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Novosibirsk Kuzmin Metallurgical Plant,RUS,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,Pittini Siderpotenza steel plant,ITA,EAF,EAF,no switch,125.411,True,False,True,average,average,average,EU + UK,Europe,Southern Europe
2020,"Linyi Jiangxin Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Alchevsk Iron & Steel plant,UKR,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,Other Europe,Europe,Eastern Europe
2020,Hüttenwerke Krupp Mannesmann (HKM) steel plant,DEU,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,EU + UK,Europe,Western Europe
2020,"Shandong Shouguang Juneng Special Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Mass Global Investment Group Amman steel plant,JOR,EAF,EAF,no switch,125.411,True,False,True,average,average,average,Other Asia,Asia,Western Asia
2020,Nucor Steel Hertford plant,USA,EAF,EAF,no switch,125.411,True,False,True,average,average,average,USMCA,North America,Northern America
2020,"Qinhuangdao Hongxing Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Balakovo Steel Factory,RUS,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,"Yangchun New Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Shandong Chuanyang Group Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Hebei Huaxi Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Severstal Cherepovets,RUS,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,"Xinxing Ductile Iron Pipes Xinjiang Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,JSW Steel Salem steel plant,IND,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,India,Asia,Southern Asia
2020,Aichi Steel plant,JPN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,Japan,Asia,Eastern Asia
2020,"Shiheng Special Steel Group Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Leggett & Platt Sterling Steel plant,USA,EAF,EAF,no switch,125.411,True,False,True,average,average,average,USMCA,North America,Northern America
2020,Gerdau Açominas steel plant,BRA,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,Central and South America,South America,South America
2020,Byelorussian Steel Works,BLR,EAF,EAF,no switch,125.411,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,"Tangshan Wenfeng Special Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Metalloinvest Ural Steel,RUS,EAF,EAF,no switch,125.411,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,"Heyuan Derun Steel Co., Ltd.",CHN,EAF,EAF,no switch,125.411,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Suez Steel Solb Misr plant,EGY,DRI-EAF,DRI-EAF,no switch,186.55603236551863,True,False,True,average,average,average,Africa,Africa,Northern Africa
2020,"Tangshan Jinma Steel Group Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,ArcelorMittal Tubarão steel plant,BRA,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,Central and South America,South America,South America
2020,"Yantai Walsin Stainless Steel Co., Ltd.",CHN,EAF,EAF,no switch,125.411,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Tianjin Tiangang United Special Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,SAIL IISCO steel plant,IND,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,India,Asia,Southern Asia
2020,"Wu'an Mingfang Iron and Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Steel Dynamics Columbia City plant,USA,EAF,EAF,no switch,125.411,True,False,True,average,average,average,USMCA,North America,Northern America
2020,ArcelorMittal Monlevade steel plant,BRA,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,Central and South America,South America,South America
2020,Feralpi Siderurgica Group steel plant,ITA,EAF,EAF,no switch,125.411,True,False,True,average,average,average,EU + UK,Europe,Southern Europe
2020,SABIC Hadeed steel plant,SAU,DRI-EAF,DRI-EAF,no switch,186.55603236551863,True,False,True,average,average,average,Other Asia,Asia,Western Asia
2020,"Shandong Laigang Yongfeng Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Feng Hsin Steel plant,TWN,EAF,EAF,no switch,125.411,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Guangxi Liuzhou Iron & Steel Group Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,ArcelorMittal Sestao steel plant,ESP,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,EU + UK,Europe,Southern Europe
2020,"Hebei Xin Wu'an Steel Group Wen'an Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Solb Steel plant,SAU,EAF,EAF,no switch,125.411,True,False,True,average,average,average,Other Asia,Asia,Western Asia
2020,Tenaris Dalmine steel plant,ITA,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,EU + UK,Europe,Southern Europe
2020,ThyssenKrupp Steel Duisburg steel plant,DEU,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,EU + UK,Europe,Western Europe
2020,Evraz ZSMK,RUS,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,"Hebei Xin Wu'an Steel Group Hongrong Iron and Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,VMK Red October,RUS,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,ArcelorMittal Dunkerque steel plant,FRA,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,EU + UK,Europe,Western Europe
2020,Pittini Ferriere Nord steel plant,ITA,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,EU + UK,Europe,Southern Europe
2020,Liu'an Steel HAvg BF-BOF,CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Tangshan Xinbaotai Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Zlatoust Metallurgical Plant,RUS,EAF,EAF,no switch,125.411,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,"Shandong Longsheng Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Chongli Steel Manufacturing Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Lloyds Steel Industries steel plant,IND,EAF,EAF,no switch,125.411,True,False,True,average,average,average,India,Asia,Southern Asia
2020,"Hebei Xinghua Iron and Steel Co., Ltd.",CHN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Zavolzhsky Motor Plant,RUS,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,Pittini Acciaierie di Verona steel plant,ITA,EAF,EAF,no switch,125.411,True,False,True,average,average,average,EU + UK,Europe,Southern Europe
2020,"Shandong Minyuan Iron and Steel Co., Ltd.",CHN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Yieh United Steel plant,TWN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Heping Yueshen Steel Industry Co., Ltd.",CHN,EAF,EAF,no switch,125.411,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Steel Dynamics Columbus plant,USA,EAF,EAF,no switch,125.411,True,False,True,average,average,average,USMCA,North America,Northern America
2020,ArcelorMittal Juiz de Fora steel plant,BRA,EAF,EAF,no switch,125.411,True,False,True,average,average,average,Central and South America,South America,South America
2020,AG der Dillinger Hüttenwerke steel plant,DEU,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,EU + UK,Europe,Western Europe
2020,Daido Steel plant,JPN,EAF,EAF,no switch,125.411,True,False,True,average,average,average,Japan,Asia,Eastern Asia
2020,"Angang Group Xinyang Iron and Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Magnitogorsk Iron & Steel Works,RUS,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,"Xinjiang Xin'an Special Steel Co., Ltd.",CHN,EAF,EAF,no switch,125.411,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,JSPL Angul steel plant,IND,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,India,Asia,Southern Asia
2020,JFE East Japan Works (Nishinomiya) steel plant,JPN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,Japan,Asia,Eastern Asia
2020,"Shaanxi Lueyang Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Ezz Flat Steel plant,EGY,EAF,EAF,no switch,125.411,True,False,True,average,average,average,Africa,Africa,Northern Africa
2020,Mescier Iron and Steel Bartin plant,TUR,EAF,EAF,no switch,125.411,True,False,True,average,average,average,Other Asia,Asia,Western Asia
2020,NLMK Lipetsk,RUS,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,ArcelorMittal Contrecoeur steel plant,CAN,DRI-EAF,DRI-EAF,no switch,186.55603236551863,True,False,True,average,average,average,USMCA,North America,Northern America
2020,Nucor Steel Crawfordsville plant,USA,EAF,EAF,no switch,125.411,True,False,True,average,average,average,USMCA,North America,Northern America
2020,JFE Sendai Works (Sendai) steel plant,JPN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,Japan,Asia,Eastern Asia
2020,DCH Dnipro Metallurgical Plant,UKR,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,Other Europe,Europe,Eastern Europe
2020,"Wuyang Iron and Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Shagang Group Anyang Yongxing Special Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,ArcelorMittal Eisenhüttenstadt steel plant,DEU,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,EU + UK,Europe,Western Europe
2020,"Shaanxi Steel Group Hanzhong Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,JFE Chita Works (Handa) steel plant,JPN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,Japan,Asia,Eastern Asia
2020,"Jiugang Group Yuzhong Iron & Steel Co., Ltd.",CHN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,JFE Kashima Works steel plant,JPN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,Japan,Asia,Eastern Asia
2020,"Xining Special Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Nanyang Hanye Special Steel Co., Ltd.",CHN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Mechel Chelyabinsk Metallurgical Plant,RUS,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,"Xinjiang Da'an Special Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Jayaswal Neco Industries steel plant,IND,EAF,EAF,no switch,125.411,True,False,True,average,average,average,India,Asia,Southern Asia
2020,JFE Himeji Works steel plant,JPN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,Japan,Asia,Eastern Asia
2020,U.S. Steel Fairfield plant,USA,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,USMCA,North America,Northern America
2020,HSBC Aperam Genk steel plant,BEL,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,EU + UK,Europe,Western Europe
2020,"Shaanxi Longmen Steel (Group) Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Henan Jiyuan Iron & Steel (Group) Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,IMH Tulachermet Ironworks,RUS,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,Yenakiieve Iron & Steel Works,UKR,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,Other Europe,Europe,Eastern Europe
2020,"Baosteel Group Guangdong Shaoguan Iron and Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,NLMK Kaluga,RUS,EAF,EAF,no switch,125.411,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,Azovstal Iron & Steel Works,UKR,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,Other Europe,Europe,Eastern Europe
2020,U.S. Steel Edgar Thomson Plant,USA,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,USMCA,North America,Northern America
2020,"Baosteel Zhanjiang Iron & Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,JFE East Japan Works (Chiba) steel plant,JPN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,Japan,Asia,Eastern Asia
2020,Rizhao Steel HAvg BF-BOF,CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Xinjiang Kunyu Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Timken Harrison steel plant,USA,EAF,EAF,no switch,125.411,True,False,True,average,average,average,USMCA,North America,Northern America
2020,Sidenor Stomana Industry steel plant,BGR,EAF,EAF,no switch,125.411,True,False,True,average,average,average,EU + UK,Europe,Eastern Europe
2020,"Heilongjiang Jianlong Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Metalloinvest OEMK,RUS,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,TMK Seversky Pipe Plant,RUS,EAF,EAF,no switch,125.411,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,"Guangdong Guangqing Metal Technology Co., Ltd.",CHN,EAF,EAF,no switch,125.411,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,JFE Mizushima Works steel plant,JPN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,Japan,Asia,Eastern Asia
2020,"Shandong Guangfu Group Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,JSW Steel Dolvi steel plant,IND,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,India,Asia,Southern Asia
2020,"Xinji Aosen Iron & Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,TMK Taganrog Metallurgical Plant,RUS,EAF,EAF,no switch,125.411,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,Dniprovskiy Metallurgical Plant,UKR,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,Other Europe,Europe,Eastern Europe
2020,"Jianlong Xilin Iron and Steel Group Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Zhuhai Yueyufeng Iron & Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Liuzhou Iron & Steel Co., LTD (Fangchenggang Iron and Steel Base ）",CHN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Shaanxi Huaxin Special Steel Group Co., Ltd.",CHN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Anyang Iron & Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,NLMK Ural,RUS,EAF,EAF,no switch,125.411,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,"Xinjiang Yili Iron and Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,JSPL Raigarh steel plant,IND,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,India,Asia,Southern Asia
2020,JFE East Japan Works (Keihin) steel plant,JPN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,Japan,Asia,Eastern Asia
2020,"Shandong Iron and Steel Group Yongfeng Zibo Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Salzgitter Flachstahl steel plant,DEU,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,EU + UK,Europe,Western Europe
2020,Ezz Steel Rebar plant,EGY,EAF,EAF,no switch,125.411,True,False,True,average,average,average,Africa,Africa,Northern Africa
2020,"Jianlong Beiman Special Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Evraz NTMK,RUS,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,CIS,Europe,Eastern Europe
2020,Donetsksteel Metallurgical Plant,UKR,EAF,EAF,no switch,125.411,True,False,True,average,average,average,Other Europe,Europe,Eastern Europe
2020,ArcelorMittal Méditerranée Fos sur Mer steel plant,FRA,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,EU + UK,Europe,Western Europe
2020,JFE West Japan Works (Fukuyama) steel plant,JPN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,Japan,Asia,Eastern Asia
2020,"Qingdao Special Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,HSBC Aperam Stainless Belgium steel plant,BEL,EAF,EAF,no switch,125.411,True,False,True,average,average,average,EU + UK,Europe,Western Europe
2020,SSAB Americas Iowa steel plant,USA,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,USMCA,North America,Northern America
2020,AFV Beltrame Vicenza steel plant,ITA,EAF,EAF,no switch,125.411,True,False,True,average,average,average,EU + UK,Europe,Southern Europe
2020,"Baoshan Iron and Steel Co., Ltd. Headquarters",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,İÇDAŞ Biga steel plant,TUR,EAF,EAF,no switch,125.411,True,False,True,average,average,average,Other Asia,Asia,Western Asia
2020,"Pangang Group Xichang Steel and Vanadium Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Pasargad Steel Complex,IRN,DRI-EAF,DRI-EAF,no switch,186.55603236551863,True,False,True,average,average,average,Other Asia,Asia,Southern Asia
2020,"Licheng Taihang Iron & Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Toscelik Osmaniye steel plant,TUR,EAF,EAF,no switch,125.411,True,False,True,average,average,average,Other Asia,Asia,Western Asia
2020,"Wu'an Yuhua Iron and Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Hebei Wenfeng Iron and Steel Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,İDÇ Izdemir steel plant,TUR,EAF,EAF,no switch,125.411,True,False,True,average,average,average,Other Asia,Asia,Western Asia
2020,Natanz Steel Company plant,IRN,DRI-EAF,DRI-EAF,no switch,186.55603236551863,True,False,True,average,average,average,Other Asia,Asia,Southern Asia
2020,"Hubei Jinshenglan Metallurgical Technology Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Riva Siderurgica Sevillana steel plant,ESP,EAF,EAF,no switch,125.411,True,False,True,average,average,average,EU + UK,Europe,Southern Europe
2020,"Shanxi Changxin Industrial Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Tata Steel Kalinganagar steel plant,IND,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,India,Asia,Southern Asia
2020,"Hebei Puyang Iron and Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Hesteel Group Handan Iron and Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Shanxi Jinnan Iron and Steel Group Co., Ltd.",CHN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,SSAB Raahe steel plant,FIN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,EU + UK,Europe,Northern Europe
2020,"Shanxi Gaoyi Steel Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,"Shijiazhuang Iron and Steel Co., Ltd. (Special Steel Branch )",CHN,Close plant,Close plant,main cycle,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Celsa Barcelona steel plant,ESP,EAF,EAF,no switch,125.411,True,False,True,average,average,average,EU + UK,Europe,Southern Europe
2020,"Chengyu Vanadium & Titanium Technology Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Jahan Foolad Sirjan Steel plant,IRN,DRI-EAF,DRI-EAF,no switch,186.55603236551863,True,False,True,average,average,average,Other Asia,Asia,Southern Asia
2020,"Hejin Huaxinyuan Steel & Iron Co., Ltd.",CHN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Tata Steel Jamshedpur steel plant,IND,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,India,Asia,Southern Asia
2020,"Hebei Jinxi Iron & Steel Group Co., Ltd.",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
2020,Erdemir steel plant,TUR,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,Other Asia,Asia,Western Asia
2020,Toscelik Iskenderun steel plant,TUR,EAF,EAF,no switch,125.411,True,False,True,average,average,average,Other Asia,Asia,Western Asia
2020,Zarand Iranian Steel Company plant,IRN,BAT BF-BOF,BAT BF-BOF,no switch,285.0,True,False,True,average,average,average,Other Asia,Asia,Southern Asia
2020,"Xinxing Ductile Iron Pipes Co., Ltd. Wu'an headquarters",CHN,Avg BF-BOF,Avg BF-BOF,no switch,187.5,True,False,True,average,average,average,China,Asia,Eastern Asia
