,year,steel_plant,technology,capacity,country_code,production,low_carbon_tech,s1_emissions,s2_emissions,s3_emissions,scenario_tech_moratorium,scenario_carbon_tax,scenario_green_premium,scenario_electricity_cost_scenario,scenario_hydrogen_cost_scenario,scenario_steel_demand_scenario,region_wsa_region,region_continent,region_region
2242,2024,"Jianlong Xilin Iron and Steel Group Co., Ltd.",Avg BF-BOF,5.0,CHN,6.311964797794479,N,15.79421915303385,0.0,1.391532791167128,True,False,True,average,average,average,China,Asia,Eastern Asia
2243,2024,"Jianlong Beiman Special Steel Co., Ltd.",Avg BF-BOF,1.1,CHN,1.3886322555147856,N,3.4747282136674476,0.0,0.3061372140567682,True,False,True,average,average,average,China,Asia,Eastern Asia
2244,2024,"Anyang Iron & Steel Co., Ltd.",Close plant,5.0,CHN,6.311964797794479,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2245,2024,"Wuyang Iron and Steel Co., Ltd.",Close plant,2.5,CHN,3.1559823988972395,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2246,2024,"Shagang Group Anyang Yongxing Special Steel Co., Ltd.",Avg BF-BOF,3.0,CHN,3.787178878676688,N,9.47653149182031,0.0,0.8349196747002768,True,False,True,average,average,average,China,Asia,Eastern Asia
2247,2024,"Angang Group Xinyang Iron and Steel Co., Ltd.",Avg BF-BOF,3.6,CHN,4.544614654412025,N,11.371837790184372,0.0,1.0019036096403322,True,False,True,average,average,average,China,Asia,Eastern Asia
2248,2024,"Henan Jiyuan Iron & Steel (Group) Co., Ltd.",Close plant,5.0,CHN,6.311964797794479,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2249,2024,"Nanyang Hanye Special Steel Co., Ltd.",Close plant,4.0,CHN,5.049571838235583,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2250,2024,"Anyang Xinpu Steel Co., Ltd.",BAT BF-BOF,2.0,CHN,2.5247859191177917,N,4.947953221792255,0.0,0.4036442019622373,True,False,True,average,average,average,China,Asia,Eastern Asia
2251,2024,"Henan Fengbao Special Steel Co., Ltd.",BAT BF-BOF,3.1,CHN,3.913418174632577,N,7.669327493777995,0.0,0.6256485130414678,True,False,True,average,average,average,China,Asia,Eastern Asia
2252,2024,"Henan Yaxin Iron and Steel Group Co., Ltd.",BAT BF-BOF,2.0,CHN,2.5247859191177917,N,4.947953221792255,0.0,0.4036442019622373,True,False,True,average,average,average,China,Asia,Eastern Asia
2253,2024,"Henan Changtai Stainless Steel Plate Co., Ltd.",BAT BF-BOF,1.0,CHN,1.2623929595588959,N,2.4739766108961274,0.0,0.20182210098111866,True,False,True,average,average,average,China,Asia,Eastern Asia
2254,2024,"Henan Xinjinhui Stainless Steel Industry Co., Ltd.",EAF,0.0,CHN,0.0,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2255,2024,"Wuhan Iron and Steel Co., Ltd.",Avg BF-BOF,9.0,CHN,11.361536636030063,N,28.42959447546093,0.0,2.5047590241008306,True,False,True,average,average,average,China,Asia,Eastern Asia
2256,2024,"Wuhan Iron & Steel Group Echeng Iron & Steel Co., Ltd.",Close plant,3.0,CHN,3.787178878676688,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2257,2024,"Hubei Xinyegang Steel Co., Ltd.",EAF,0.0,CHN,0.0,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2258,2024,"Wuhan Shunle Stainless Steel Co., Ltd.",EAF,1.2,CHN,1.514871551470675,N,0.24718068213053918,0.3324446516184066,0.026848520167220665,True,False,True,average,average,average,China,Asia,Eastern Asia
2259,2024,"Jingzhou Qunli Metal Products Co., Ltd.",EAF,1.0,CHN,1.2623929595588959,N,0.2059839017754493,0.2770372096820055,0.02237376680601722,True,False,True,average,average,average,China,Asia,Eastern Asia
2260,2024,"Hubei Dazhan Iron & Steel Co., Ltd.",EAF,1.1,CHN,1.3886322555147856,N,0.22658229195299429,0.3047409306502061,0.02461114348661895,True,False,True,average,average,average,China,Asia,Eastern Asia
2261,2024,"Ezhou Hongtai Steel Co., Ltd.",Close plant,0.0,CHN,0.0,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2262,2024,"Hunan Valin Xiangtan Iron and Steel Co., Ltd.",Close plant,12.0,CHN,15.148715514706751,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2263,2024,"Hunan Valin Lianyuan Iron and Steel Co., Ltd.",Avg BF-BOF,8.0,CHN,10.099143676471167,N,25.27075064485416,0.0,2.2264524658674048,True,False,True,average,average,average,China,Asia,Eastern Asia
2264,2024,"Hengyang Valin Steel Tube Co., Ltd.",Close plant,0.0,CHN,0.0,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2265,2024,"Lengshuijiang Steel Co., Ltd.",Avg BF-BOF,3.0,CHN,3.787178878676688,N,9.47653149182031,0.0,0.8349196747002768,True,False,True,average,average,average,China,Asia,Eastern Asia
2266,2024,"Baotou Steel (Group) Co., Ltd.",Close plant,16.5,CHN,20.829483832721785,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2267,2024,"Chifeng Yuanlian Steel Co., Ltd.",Close plant,3.0,CHN,3.787178878676688,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2268,2024,"Inner Mongolia Baotou Jiyu Iron and Steel Co., Ltd.",BAT BF-BOF,1.5,CHN,1.893589439338344,N,3.710964916344192,0.0,0.302733151471678,True,False,True,average,average,average,China,Asia,Eastern Asia
2269,2024,"Inner Mongolia Desheng Metal Products Co., Ltd.",BAT BF-BOF,1.095,CHN,1.382320290716991,N,2.7090043889312594,0.0,0.22099520057432492,True,False,True,average,average,average,China,Asia,Eastern Asia
2270,2024,"Baotou Da'an Iron and Steel Co., Ltd.",Close plant,1.2,CHN,1.514871551470675,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2271,2024,"Inner Mongolia Yaxin Longshun Special Steel Co., Ltd.",BAT BF-BOF,2.0,CHN,2.5247859191177917,N,4.947953221792255,0.0,0.4036442019622373,True,False,True,average,average,average,China,Asia,Eastern Asia
2272,2024,"Jiangsu Shagang Group Co., Ltd.",Avg BF-BOF,7.5,CHN,9.46794719669172,N,23.691328729550776,0.0,2.087299186750692,True,False,True,average,average,average,China,Asia,Eastern Asia
2273,2024,"Jiangsu Shagang Group Huaigang Special Steel Co., Ltd.",Close plant,1.6,CHN,2.0198287352942335,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2274,2024,"Nanjing Iron and Steel Group Co., Ltd.",Avg BF-BOF,1.5,CHN,1.893589439338344,N,4.738265745910155,0.0,0.4174598373501384,True,False,True,average,average,average,China,Asia,Eastern Asia
2275,2024,"Nanjing Iron & Steel Co., Ltd.",Avg BF-BOF,10.0,CHN,12.623929595588958,N,31.5884383060677,0.0,2.783065582334256,True,False,True,average,average,average,China,Asia,Eastern Asia
2276,2024,"Jiangyin Xingcheng Special Steel Works Co., Ltd.",Avg BF-BOF,3.45,CHN,4.355255710478191,N,10.898011215593357,0.0,0.9601576259053183,True,False,True,average,average,average,China,Asia,Eastern Asia
2277,2024,"Jiangsu Yonggang Group Co., Ltd.",Avg BF-BOF,5.0,CHN,6.311964797794479,N,15.79421915303385,0.0,1.391532791167128,True,False,True,average,average,average,China,Asia,Eastern Asia
2278,2024,"Zenith Steel Group Co., Ltd.",BAT BF-BOF,6.0,CHN,7.574357757353376,N,14.843859665376767,0.0,1.210932605886712,True,False,True,average,average,average,China,Asia,Eastern Asia
2279,2024,"Changshu Longteng Special Steel Co., Ltd.",Avg BF-BOF,2.15,CHN,2.714144863051626,N,6.791514235804555,0.0,0.598359100201865,True,False,True,average,average,average,China,Asia,Eastern Asia
2280,2024,Jiangsu Shente Steel Co. Ltd.,Close plant,3.3,CHN,4.165896766544356,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2281,2024,"Jiangsu Binxin Special Steel Material Co., Ltd.",BAT BF-BOF,6.0,CHN,7.574357757353376,N,14.843859665376767,0.0,1.210932605886712,True,False,True,average,average,average,China,Asia,Eastern Asia
2282,2024,"Lianyungang Xingxin Iron and Steel Co., Ltd.",Close plant,3.0,CHN,3.787178878676688,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2283,2024,"Jiangsu Xugang Iron and Steel Group Co., Ltd.",Close plant,6.05,CHN,7.63747740533132,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2284,2024,"Jiangsu New Yangtze Industrial Group Co., Ltd.",Avg BF-BOF,3.5,CHN,4.418375358456136,N,11.055953407123697,0.0,0.9740729538169898,True,False,True,average,average,average,China,Asia,Eastern Asia
2285,2024,"Changzhou Eastern Special Steel Co., Ltd.",BAT BF-BOF,1.8,CHN,2.2723073272060126,N,4.453157899613029,0.0,0.3632797817660136,True,False,True,average,average,average,China,Asia,Eastern Asia
2286,2024,"Danyang Longjiang Steel Co., Ltd.",Close plant,1.5,CHN,1.893589439338344,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2287,2024,"Yangzhou Qinyou Special Metal Materials Co., Ltd.",Close plant,2.4,CHN,3.02974310294135,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2288,2024,"Wuxi Xinsanzhou Steel Co., Ltd.",Close plant,2.3,CHN,2.9035038069854604,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2289,2024,"Jiangyin Huaxi Iron and Steel Co., Ltd.",Close plant,2.1,CHN,2.6510252150736813,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
